GeneID,#Name,Accession,Start,Stop,Strand,Locus,Locus tag,Protein product,Length,Protein Name
936195,chromosome,NC_000964.3,931879,934464,-,yfhO,BSU08610,NP_388741.2,861,conserved membrane protein
936190,chromosome,NC_000964.3,934457,935440,-,yfhP,BSU08620,NP_388742.1,327,putative membrane hydrolase
939222,chromosome,NC_000964.3,935656,936765,-,mutY,BSU08630,NP_388743.1,369,A/G-specific adenine glycosylase or DNA-(apurinic or apyrimidinic site) lyase
936193,chromosome,NC_000964.3,936773,936997,-,yfhS,BSU08640,NP_388744.1,74,conserved protein related to sporulation
939223,chromosome,NC_000964.3,937079,937831,-,fabL,BSU08650,NP_388745.1,250,enoyl-acyl carrier protein reductase III
939716,chromosome,NC_000964.3,937900,938154,-,sspE,BSU08660,NP_388746.1,84,small acid-soluble spore protein (gamma-type SASP)
939220,chromosome,NC_000964.3,938243,938587,-,ygaB,BSU08670,NP_388747.1,114,conserved hypothetical protein
936192,chromosome,NC_000964.3,938731,939261,-,ygaC,BSU08680,NP_388748.3,176,putative RNA binding factor
936200,chromosome,NC_000964.3,939349,941091,-,ygaD,BSU08690,NP_388749.2,580,putative ABC transporter (ATP-binding protein)
939721,chromosome,NC_000964.3,941168,942229,-,ygaE,BSU08700,NP_388750.1,353,putative membrane protein
936194,chromosome,NC_000964.3,942449,943738,-,gsaB,BSU08710,NP_388751.3,429,"glutamate-1-semialdehyde aminotransferase, class III aminotransferase"
2914207,chromosome,NC_000964.3,943891,944364,-,bcp,BSU08720,YP_054574.1,157,peroxiredoxin with versatile activity
939227,chromosome,NC_000964.3,944487,944924,-,perR,BSU08730,NP_388753.1,145,transcriptional regulator (Fur family)
2914245,chromosome,NC_000964.3,944959,945312,-,ygzB,BSU08740,YP_054575.1,117,putative membrane protein
936198,chromosome,NC_000964.3,945520,946404,-,ygxA,BSU08750,NP_388755.1,294,conserved hypothetical protein
939725,chromosome,NC_000964.3,953373,954149,-,spo0M,BSU08760,NP_388756.2,258,protein involved in the control of the cell cycle as a function of the environment
936205,chromosome,NC_000964.3,954291,954494,-,ygzA,BSU08770,NP_388757.2,67,conserved protein of unknown function
8302962,chromosome,NC_000964.3,954579,954851,-,ygzC,BSU08779,YP_003097696.1,90,putative spore coat protein
939241,chromosome,NC_000964.3,954893,955585,-,ygaJ,BSU08780,NP_388758.2,230,putative peptidase
939745,chromosome,NC_000964.3,955895,957667,-,thiC,BSU08790,NP_388759.2,590,phosphomethylpyrimidine synthase
939245,chromosome,NC_000964.3,957705,959060,-,ygaK,BSU08800,NP_388760.2,451,putative FAD-dependent oxido-reductase
936207,chromosome,NC_000964.3,959311,959508,-,senS,BSU08810,NP_388761.2,65,transcriptional regulator (repressor of ScoC)
939240,chromosome,NC_000964.3,959535,960986,-,katA,BSU08820,NP_388762.2,483,vegetative catalase 1
939730,chromosome,NC_000964.3,961394,962161,-,ssuB,BSU08830,NP_388763.3,255,aliphatic sulfonate ABC transporter (ATP-binding protein)
936215,chromosome,NC_000964.3,962179,963177,-,ssuA,BSU08840,NP_388764.1,332,aliphatic sulfonate ABC transporter (binding lipoprotein)
936208,chromosome,NC_000964.3,963174,964004,-,ssuC,BSU08850,NP_388765.1,276,aliphatic sulfonate ABC transporter (permease)
939733,chromosome,NC_000964.3,964027,965157,-,ssuD,BSU08860,NP_388766.2,376,FMNH2-dependent aliphatic sulfonate monooxygenase
939249,chromosome,NC_000964.3,965261,965797,-,ygaN,BSU08870,NP_388767.1,178,putative sulfur-related oxidoreductase
936213,chromosome,NC_000964.3,965909,966178,-,rpsNB,BSU08880,NP_388768.1,89,alternative ribosomal protein S14
939244,chromosome,NC_000964.3,966196,966669,-,ygaO,BSU08890,NP_388769.1,157,putative integral inner membrane protein
8303098,chromosome,NC_000964.3,966671,966871,-,ygzD,BSU08899,YP_003097697.1,66,putative HTH-type transcriptional regulator
939736,chromosome,NC_000964.3,967229,967852,-,yhzB,BSU08900,NP_388771.1,207,conserved hypothetical protein
939243,chromosome,NC_000964.3,967935,969095,-,queG,BSU08910,NP_388772.2,386,epoxyqueuosine reductase
936223,chromosome,NC_000964.3,969162,970097,-,yhbB,BSU08920,NP_388773.1,311,conserved hypothetical protein
939735,chromosome,NC_000964.3,970135,970617,-,trmL,BSU08930,NP_388774.2,160,tRNA (cytidine(34)-2\\'-O)-methyltransferase
936214,chromosome,NC_000964.3,970667,971383,-,yhbD,BSU08940,NP_388775.1,238,putative sporulation-related protein
939252,chromosome,NC_000964.3,971374,972087,-,yhbE,BSU08950,NP_388776.1,237,conserved protein involved in sporulation
936219,chromosome,NC_000964.3,972099,972806,-,yhbF,BSU08960,NP_388777.2,235,conserved protein involved in sporulation
939250,chromosome,NC_000964.3,973156,975051,-,prkA,BSU08970,NP_388778.1,631,serine protein kinase (involved in sporulation)
936217,chromosome,NC_000964.3,975231,976409,-,yhbH,BSU08980,NP_388779.1,392,factor involved in shape determination
939247,chromosome,NC_000964.3,976569,977033,-,yhbI,BSU08990,NP_388780.1,154,putative transcriptional regulator (MarR family) induced by acid stress
936216,chromosome,NC_000964.3,977069,977734,-,yhbJ,BSU09000,NP_388781.1,221,putative membrane fusion protein; putative exporter subunit (benzoate transcriptome)
936235,chromosome,NC_000964.3,977775,979373,-,yhcA,BSU09010,NP_388782.1,532,putative exporter (benzoate transcriptome)
939734,chromosome,NC_000964.3,979396,979926,-,yhcB,BSU09020,NP_388783.1,176,NADH:quinone oxidoreductase associated to benzoate stress
936220,chromosome,NC_000964.3,979939,980313,-,yhcC,BSU09030,NP_388784.1,124,hypothetical membrane protein
939260,chromosome,NC_000964.3,980313,980468,-,yhcD,BSU09040,NP_388785.1,51,hypothetical protein BSU_09040
939256,chromosome,NC_000964.3,980473,981234,-,yhcE,BSU09050,NP_388786.1,253,putative integral inner membrane orphan protein
936231,chromosome,NC_000964.3,981237,981602,-,yhcF,BSU09060,NP_388787.1,121,putative transcriptional regulator (GntR family)
939738,chromosome,NC_000964.3,981604,982302,-,yhcG,BSU09070,NP_388788.1,232,putative ABC transporter ATP-binding protein
936229,chromosome,NC_000964.3,982319,983236,-,yhcH,BSU09080,NP_388789.1,305,putative ABC transporter (ATP-binding protein)
939251,chromosome,NC_000964.3,983229,984170,-,yhcI,BSU09090,NP_388790.1,313,putative ABC transporter (permease)
936224,chromosome,NC_000964.3,984262,984465,-,cspB,BSU09100,NP_388791.1,67,"major cold-shock protein, RNA helicase co-factor, RNA co-chaperone"
939261,chromosome,NC_000964.3,984901,985731,-,yhcJ,BSU09110,NP_388792.2,276,putative ABC transporter (binding lipoprotein)
936246,chromosome,NC_000964.3,985734,986813,-,dgcK,BSU09120,NP_388793.1,359,diguanylate cyclase
939257,chromosome,NC_000964.3,986986,988377,-,tcyP,BSU09130,NP_388794.1,463,(sodium)-cystine symporter
939279,chromosome,NC_000964.3,988417,988872,-,yhcM,BSU09140,NP_388795.1,151,expressed protein of unknown function
939739,chromosome,NC_000964.3,989022,989591,-,yhcN,BSU09150,NP_388796.2,189,putative germination lipoprotein
936243,chromosome,NC_000964.3,989712,990680,-,yhcO,BSU09165,NP_388797.2,322,putative exported protein (sporulation germination island)
936236,chromosome,NC_000964.3,990612,991265,-,yhcQ,BSU09180,NP_388799.1,217,putative spore coat protein
936241,chromosome,NC_000964.3,991348,995001,-,mncR,BSU09190,NP_388800.1,1217,non specific extracellular Ca2+-dependent endonuclease cleaving RNA and DNA
939748,chromosome,NC_000964.3,994998,995594,-,srtA,BSU09200,NP_388801.1,198,sortase A
936253,chromosome,NC_000964.3,995624,996532,-,yhcT,BSU09210,NP_388802.2,302,putative RNA pseudouridine synthase
936261,chromosome,NC_000964.3,996643,997038,-,yhcU,BSU09220,NP_388803.2,131,conserved protein of unknown function
939740,chromosome,NC_000964.3,997175,997597,-,yhcV,BSU09230,NP_388804.1,140,putative CBS containing enzyme (sporulation-/ germination-related)
936244,chromosome,NC_000964.3,997724,998386,-,glpW,BSU09240,NP_388805.1,220,promiscuous phosphoglycolate phosphatase / glycerol-3-phosphate phosphatase / 2-deoxyglucose-6-phosphatase
939265,chromosome,NC_000964.3,998402,999943,-,yhcX,BSU09250,NP_388806.2,513,putative amidohydrolase
939742,chromosome,NC_000964.3,1000364,1001716,-,yhxA,BSU09260,NP_388807.2,450,putative aminotransferase
936251,chromosome,NC_000964.3,1001744,1002322,-,glpP,BSU09270,NP_388808.1,192,sn-glycerol-3-phosphate responding transcription antiterminator
939266,chromosome,NC_000964.3,1002501,1003325,-,glpF,BSU09280,NP_388809.1,274,glycerol permease
939741,chromosome,NC_000964.3,1003344,1004834,-,glpK,BSU09290,NP_388810.2,496,glycerol kinase (sn-glycerol-3-phosphate generating)
936250,chromosome,NC_000964.3,1004975,1006642,-,glpD,BSU09300,NP_388811.2,555,sn-glycerol-3-phosphate oxidase (FAD-dependent)
936247,chromosome,NC_000964.3,1006774,1008519,-,pgcA,BSU09310,NP_388812.2,581,alpha-phosphoglucomutase
939760,chromosome,NC_000964.3,1008668,1009807,-,yhcY,BSU09320,NP_388813.1,379,two-component sensor histidine kinase
939750,chromosome,NC_000964.3,1009804,1010448,-,yhcZ,BSU09330,NP_388814.1,214,two-component response regulator
936266,chromosome,NC_000964.3,1010445,1010969,-,azr,BSU09340,NP_388815.1,174,"oxidoreductase, NAD(P)H-FMN and ferric iron reductase (azoreductase)"
939272,chromosome,NC_000964.3,1010984,1011226,-,yhdB,BSU09350,NP_388816.1,80,conserved hypothetical protein
936252,chromosome,NC_000964.3,1011427,1011750,-,yhdC,BSU09360,NP_388817.1,107,putative exported protein
939271,chromosome,NC_000964.3,1011792,1013258,-,lytF,BSU09370,NP_388818.2,488,"gamma-D-glutamate-meso-diaminopimelate muropeptidase (major autolysin, vegetative)"
939744,chromosome,NC_000964.3,1013411,1013851,-,nsrR,BSU09380,NP_388819.1,146,NO-dependent activator of the ResDE regulon (Fe-S NO binding site)
936263,chromosome,NC_000964.3,1013958,1015616,-,ygxB,BSU09390,NP_388820.1,552,putative integral membrane protein
939747,chromosome,NC_000964.3,1015647,1017053,-,spoVR,BSU09400,NP_388821.1,468,"involved in spore cortex synthesis (stage V sporulation, conserved in non sporulating bacteria"
936265,chromosome,NC_000964.3,1017083,1018468,-,phoA,BSU09410,NP_388822.2,461,alkaline phosphatase A
939269,chromosome,NC_000964.3,1018998,1020002,-,lytE,BSU09420,NP_388823.2,334,cell wall dl-endopeptidase; phosphatase-associated protein (major autolysin)
939267,chromosome,NC_000964.3,1020073,1020948,-,citR,BSU09430,NP_388824.2,291,transcriptional regulator CitR (LysR family)
936270,chromosome,NC_000964.3,1021057,1022157,-,citA,BSU09440,NP_388825.2,366,citrate synthase I
939749,chromosome,NC_000964.3,1022231,1023100,-,yhdF,BSU09450,NP_388826.1,289,putative NAD(P)-dependent dehydrogenase
939746,chromosome,NC_000964.3,1023350,1024747,-,bcaP,BSU09460,NP_388827.1,465,branched-chain amino acid transporter or methylthioribose-degradation metabolite exporter
936264,chromosome,NC_000964.3,1024865,1026220,-,yhdH,BSU09470,NP_388828.1,451,putative sodium-dependent transporter
939277,chromosome,NC_000964.3,1026255,1027664,-,yhdI,BSU09480,NP_388829.1,469,putative PLP-dependent transcriptional regulator
939275,chromosome,NC_000964.3,1027774,1028202,-,yhdJ,BSU09490,NP_388830.1,142,putative acetyltransferase
936268,chromosome,NC_000964.3,1028233,1028523,-,asiMB,BSU09500,NP_388831.1,96,negative regulator of the activity of sigma-M
939753,chromosome,NC_000964.3,1028511,1029587,-,asiMA,BSU09510,NP_388832.1,358,negative regulator of the activity of sigma-M
936267,chromosome,NC_000964.3,1029577,1030068,-,sigM,BSU09520,NP_388833.1,163,RNA polymerase ECF (extracytoplasmic function)-type sigma factor (sigma(M))
939270,chromosome,NC_000964.3,1030265,1031260,-,akrN,BSU09530,NP_388834.1,331,aldo/keto reductase specific for NADPH; protects against methylglyoxal
936269,chromosome,NC_000964.3,1031395,1031994,-,plsC,BSU09540,NP_388835.1,199,1-acylglycerol-phosphate (1-acyl-G3P) acyltransferase
939280,chromosome,NC_000964.3,1032063,1033397,-,yhdP,BSU09550,NP_388836.1,444,putative magnesium efflux pump
939283,chromosome,NC_000964.3,1033458,1033889,-,cueR,BSU09560,NP_388837.1,143,indirect copper efflux transcriptional regulator
939752,chromosome,NC_000964.3,1034046,1035227,-,yhdR,BSU09570,NP_388838.1,393,putative aspartate aminotransferase
936275,chromosome,NC_000964.3,1035554,1036939,-,yhdT,BSU09590,NP_388840.1,461,putative membrane protein
939754,chromosome,NC_000964.3,1036953,1037309,-,crcBA,BSU09600,NP_388841.1,118,fluoride efflux channel component A
936272,chromosome,NC_000964.3,1037306,1037701,-,crcBB,BSU09610,NP_388842.1,131,subunit of fluoride efflux transporter
939751,chromosome,NC_000964.3,1037688,1038419,-,yhdW,BSU09620,NP_388843.1,243,putative glycerophosphodiester phosphodiesterase
939284,chromosome,NC_000964.3,1038653,1038760,-,yhdX,BSU09630,NP_388844.1,35,conserved hypothetical protein
939285,chromosome,NC_000964.3,1038909,1040024,-,mscY,BSU09640,NP_388845.1,371,small conductance mechano-sensitive channel
936271,chromosome,NC_000964.3,1040094,1040837,-,srtN,BSU09650,NP_388846.1,247,sirtuin NAD-dependent deacetylase
936280,chromosome,NC_000964.3,1040861,1041709,-,yheN,BSU09660,NP_388847.1,282,putative polysaccharide deacetylase
939759,chromosome,NC_000964.3,1041994,1042842,-,dat,BSU09670,NP_388848.1,282,D-alanine aminotransferase
936274,chromosome,NC_000964.3,1042885,1044246,-,nhaC,BSU09680,NP_388849.1,453,Na+/H+ antiporter
939286,chromosome,NC_000964.3,1044373,1044873,-,nhaX,BSU09690,NP_388850.2,166,"stress response protein, UspA family"
939757,chromosome,NC_000964.3,1045037,1045198,-,bmrB,BSU09700,NP_388851.1,53,regulator leader peptide
936278,chromosome,NC_000964.3,1045318,1047075,-,bmrC,BSU09710,NP_388852.1,585,efflux ABC transporter (ATP-binding protein)
939287,chromosome,NC_000964.3,1047072,1049093,-,bmrD,BSU09720,NP_388853.1,673,efflux ABC transporter (ATP-binding subunit)
939755,chromosome,NC_000964.3,1049142,1049762,-,yheG,BSU09730,NP_388854.1,206,putative NADH-flavin oxidoreductase
936277,chromosome,NC_000964.3,1049801,1049926,-,yheF,BSU09740,NP_388855.1,41,conserved hypothetical protein
939281,chromosome,NC_000964.3,1050031,1050234,-,sspB,BSU09750,NP_388856.1,67,small acid-soluble spore protein (beta-type SASP)
939756,chromosome,NC_000964.3,1050443,1050661,-,yheE,BSU09760,NP_388857.1,72,conserved hypothetical protein (sporulation / germination island)
936276,chromosome,NC_000964.3,1050811,1052172,-,spaD,BSU09770,NP_388858.2,453,spore coat associated protein
939293,chromosome,NC_000964.3,1052162,1053253,-,spaC,BSU09780,NP_388859.1,363,"spore coat associated protein, subunit C"
939764,chromosome,NC_000964.3,1053520,1054653,-,yheB,BSU09790,NP_388860.1,377,conserved hypothetical protein
936288,chromosome,NC_000964.3,1054746,1055099,-,yheA,BSU09800,NP_388861.1,117,conserved hypothetical protein
939758,chromosome,NC_000964.3,1055143,1056216,-,yhaZ,BSU09810,NP_388862.1,357,conserved hypothetical protein
939288,chromosome,NC_000964.3,1056702,1057568,-,yhaX,BSU09830,NP_388864.2,288,putative hydrolase
937935,chromosome,NC_000964.3,1057680,1059185,-,hemZ,BSU09840,NP_388865.1,501,coproporphyrinogen III oxidase
939761,chromosome,NC_000964.3,1059203,1060420,-,khtU,BSU09850,NP_388866.2,405,proton/potassium antiporter; methylglyoxal resistance
936284,chromosome,NC_000964.3,1060427,1060924,-,khtT,BSU09860,NP_388867.1,165,K+/H+ antiporter for K+ efflux
939291,chromosome,NC_000964.3,1060988,1061326,-,khtS,BSU09870,NP_388868.1,112,K+/H+ antiporter for K+ efflux
939767,chromosome,NC_000964.3,1061491,1062258,-,yhaR,BSU09880,NP_388869.3,255,putative dehydratase / isomerase
8303023,chromosome,NC_000964.3,1062279,1062464,-,yhzD,BSU09889,YP_003097698.1,61,conserved hypothetical protein
936283,chromosome,NC_000964.3,1062591,1063487,-,yhaQ,BSU09890,NP_388870.2,298,Na+-dependent efflux ABC transporter (ATP-binding protein)
939763,chromosome,NC_000964.3,1063480,1064739,-,yhaP,BSU09900,NP_388871.2,419,Na+-dependent exporter (ABC permease)
936282,chromosome,NC_000964.3,1064846,1066072,-,yhaO,BSU09910,NP_388872.1,408,putative DNA repair exonuclease
936294,chromosome,NC_000964.3,1066077,1068968,-,sbcE,BSU09920,NP_388873.1,963,ATPase involved in DNA double strand break repair and recombination
939762,chromosome,NC_000964.3,1069042,1069986,-,yhaM,BSU09930,NP_388874.1,314,3\\'-5\\' exonuclease
936285,chromosome,NC_000964.3,1070111,1070323,-,yhaL,BSU09940,NP_388875.1,70,sporulation factor
939294,chromosome,NC_000964.3,1070364,1071242,-,prsA,BSU09950,NP_388876.1,292,molecular chaperone lipoprotein
8303205,chromosome,NC_000964.3,1071402,1071488,-,sscA,BSU09958,YP_003097699.1,28,spore assembly and germination protein
37862827,chromosome,NC_000964.3,1071613,1071699,-,sscB,BSU09959,YP_009513948.1,28,spore and germination protein
936292,chromosome,NC_000964.3,1072042,1072560,-,yhaJ,BSU09965,NP_388878.2,172,putative membrane enzyme
939295,chromosome,NC_000964.3,1072768,1073109,-,yhaI,BSU09980,NP_388879.1,113,conserved protein of unknown function
939765,chromosome,NC_000964.3,1073106,1073717,-,scoC,BSU09990,NP_388880.1,203,"transcriptional regulator of extracellular protease production, sporulation and bacilysin production (MarR family)"
936291,chromosome,NC_000964.3,1073895,1074251,-,yhaH,BSU10000,NP_388881.1,118,putative membrane protein; acid tolerance protein
8303073,chromosome,NC_000964.3,1074381,1074572,-,yhzF,BSU10009,YP_003097700.1,63,membrane protein of unknown function
936290,chromosome,NC_000964.3,1074646,1075164,-,trpP,BSU10010,NP_388882.2,172,tryptophan transporter or sensor
936304,chromosome,NC_000964.3,1075289,1076368,-,serC,BSU10020,NP_388883.1,359,phosphoserine aminotransferase
939769,chromosome,NC_000964.3,1076515,1076952,-,hinT,BSU10030,NP_388884.1,145,"promiscuous Hit-family phosphohydrolase, adenosine phosphoramidase"
936293,chromosome,NC_000964.3,1077440,1078183,-,ecsA,BSU10040,NP_388885.1,247,ABC transporter (ATP-binding protein)
939298,chromosome,NC_000964.3,1078176,1079402,-,ecsB,BSU10050,NP_388886.1,408,ABC transporter (permease subunit)
939774,chromosome,NC_000964.3,1079422,1080132,-,ecsC,BSU10060,NP_388887.1,236,putative hydrolase
936299,chromosome,NC_000964.3,1080150,1081340,-,sndC,BSU10070,NP_388888.2,396,"N-acetyl amino acid acetylase, promiscuous activity"
939301,chromosome,NC_000964.3,1081413,1082804,-,yhfA,BSU10080,NP_388889.1,463,putative transporter
936298,chromosome,NC_000964.3,1082870,1083184,-,yhgB,BSU10090,NP_388890.1,104,hypothetical protein BSU_10090
939297,chromosome,NC_000964.3,1083229,1083729,-,hmoB,BSU10100,NP_388891.1,166,heme-degrading monooxygenase
939766,chromosome,NC_000964.3,1083851,1085995,-,pbpF,BSU10110,NP_388892.2,714,penicillin-binding protein 2C (1F class) required for spore germination
936296,chromosome,NC_000964.3,1086117,1087178,-,hemE,BSU10120,NP_388893.1,353,uroporphyrinogen III decarboxylase
939772,chromosome,NC_000964.3,1087250,1088182,-,hemH,BSU10130,NP_388894.1,310,ferrochelatase
936311,chromosome,NC_000964.3,1088197,1089609,-,hemY,BSU10140,NP_388895.1,470,promiscuous protoporphyrinogen IX and coproporphyrinogen III oxidase
939305,chromosome,NC_000964.3,1089755,1090330,-,yhgD,BSU10150,NP_388896.1,191,transcriptional regulator of unknown target
936303,chromosome,NC_000964.3,1090401,1092728,-,yhgE,BSU10160,NP_388897.1,775,putative methyl-accepting protein
939306,chromosome,NC_000964.3,1092770,1093747,-,fabHB,BSU10170,NP_388898.1,325,beta-ketoacyl-acyl carrier protein synthase III 2
936308,chromosome,NC_000964.3,1093874,1094650,-,yhfC,BSU10180,NP_388899.1,258,putative integral membrane protein
936306,chromosome,NC_000964.3,1095063,1096103,-,yhfE,BSU10200,NP_388901.1,346,putative aminopeptidase
939309,chromosome,NC_000964.3,1096116,1096523,-,yhfF,BSU10210,NP_388902.1,135,putative RNA-binding PUA-containing enzyme
939770,chromosome,NC_000964.3,1096560,1097849,-,gltT,BSU10220,NP_388903.1,429,proton/sodium-glutamate (aspartate) symport permease
936305,chromosome,NC_000964.3,1098120,1098260,-,yhfH,BSU10230,NP_388904.1,46,conserved protein of unknown function
936318,chromosome,NC_000964.3,1098412,1099146,-,yhfI,BSU10240,NP_388905.1,244,putative metal-dependent hydrolase
939310,chromosome,NC_000964.3,1099159,1100154,-,lplJ,BSU10250,NP_388906.1,331,lipoate-protein ligase
936309,chromosome,NC_000964.3,1100219,1100863,-,yhfK,BSU10260,NP_388907.1,214,putative NAD-binding epimerase / hydratase
939308,chromosome,NC_000964.3,1100980,1102521,-,lcfB,BSU10270,NP_388908.2,513,long-chain fatty-acid-CoA ligase (degradative)
936312,chromosome,NC_000964.3,1102560,1102955,-,yhfM,BSU10280,NP_388909.1,131,putative membrane protein
936314,chromosome,NC_000964.3,1103104,1104384,-,yhfN,BSU10290,NP_388910.1,426,putative membrane metalloprotease
939313,chromosome,NC_000964.3,1104423,1105568,-,aprE,BSU10300,NP_388911.2,381,serine alkaline protease (Ca(2+)-dependent subtilisin E)
939778,chromosome,NC_000964.3,1106003,1106452,-,yhfO,BSU10310,NP_388912.1,149,putative N-acetyltransferase
939312,chromosome,NC_000964.3,1106524,1107516,-,yhfP,BSU10320,NP_388913.1,330,putative oxidoreductase
936324,chromosome,NC_000964.3,1107733,1108704,-,yhfQ,BSU10330,NP_388914.2,323,iron(III) siderophore-binding lipoprotein
939773,chromosome,NC_000964.3,1108736,1109317,-,phoE,BSU10340,NP_388915.1,193,promiscuous phosphatase; putative (phosphoglycerate) mutase
939311,chromosome,NC_000964.3,1109388,1110482,-,yhfS,BSU10350,NP_388916.1,364,acetyl-CoA C-acetyltransferase
936315,chromosome,NC_000964.3,1110479,1111918,-,yhfT,BSU10360,NP_388917.1,479,putative long-chain fatty-acid-CoA ligase (proofreading for biotin synthesis)
939321,chromosome,NC_000964.3,1111925,1112485,-,bioY,BSU10370,NP_388918.1,186,biotin transporter
936320,chromosome,NC_000964.3,1112620,1113918,-,hemAT,BSU10380,NP_388919.1,432,heme-based dioxygen sensor
936319,chromosome,NC_000964.3,1114057,1115586,-,yhfW,BSU10390,NP_388920.1,509,putative oxidoreductase with Rieske
939316,chromosome,NC_000964.3,1115698,1116555,-,yhxC,BSU10400,NP_388921.1,285,putative oxidoreductase
939319,chromosome,NC_000964.3,1116583,1116816,-,yhzC,BSU10410,NP_388922.1,77,conserved protein of unknown function
936338,chromosome,NC_000964.3,1117109,1117687,-,comK,BSU10420,NP_388923.1,192,competence transcription factor (CTF)
939776,chromosome,NC_000964.3,1117734,1118633,-,yhxD,BSU10430,NP_388924.1,299,putative oxidoreductase
936321,chromosome,NC_000964.3,1118850,1119119,-,yhjA,BSU10440,NP_388925.1,89,conserved hypothetical protein
939317,chromosome,NC_000964.3,1119162,1120631,-,yhjB,BSU10450,NP_388926.1,489,putative Na+/metabolite cotransporter
939777,chromosome,NC_000964.3,1120628,1120828,-,yhjC,BSU10460,NP_388927.1,66,putative exported protein
936334,chromosome,NC_000964.3,1121036,1121398,-,yhjD,BSU10470,NP_388928.1,120,conserved hypothetical protein
936333,chromosome,NC_000964.3,1121550,1122173,-,yhjE,BSU10480,NP_388929.1,207,putative integral membrane protein
939318,chromosome,NC_000964.3,1122175,1122681,-,sipV,BSU10490,NP_388930.1,168,type I signal peptidase
936325,chromosome,NC_000964.3,1122862,1124361,-,yhjG,BSU10500,NP_388931.1,499,putative aromatic compound monooxygenase/hydroxylase
939329,chromosome,NC_000964.3,1124438,1124965,-,yhjH,BSU10510,NP_388932.1,175,putative transcriptional regulator
936346,chromosome,NC_000964.3,1125123,1126328,-,glcP,BSU10520,NP_388933.1,401,glucose/mannose:H+ symporter (recent HGT island)
936337,chromosome,NC_000964.3,1126400,1127452,-,ntdC,BSU10530,NP_388934.2,350,"biosynthesis of neotrehalosadiamine (3,3\\'-diamino-3,3\\'-dideoxy-alpha,beta-trehalose), glucose-6-P 3-dehydrogenase; kanosamine biosynthesis (recent HGT island)"
939323,chromosome,NC_000964.3,1127466,1128314,-,ntdB,BSU10540,NP_388935.2,282,"biosynthesis of neotrehalosadiamine (3,3\\'-diamino-3,3\\'-dideoxy-alpha,beta-trehalose);kanosamine-6-phosphate phosphatase (recent HGT island)"
939788,chromosome,NC_000964.3,1128286,1129611,-,ntdA,BSU10550,NP_388936.1,441,"biosynthesis of neotrehalosadiamine (3,3\\'-diamino-3,3\\'-dideoxy-alpha,beta-trehalose);3-oxo-glucose-6-phosphate:glutamate aminotransferase; kanosamine aminotransferase (recent HGT island)"
936344,chromosome,NC_000964.3,1129715,1130704,-,ntdR,BSU10560,NP_388937.1,329,transcriptional regulator of the ntd operon (NtdR-NTD) (recent HGT island)
939324,chromosome,NC_000964.3,1130918,1132072,-,yhjN,BSU10570,NP_388938.1,384,putative integral inner membrane protein (recent HGT island)
939780,chromosome,NC_000964.3,1132179,1133384,-,yhjO,BSU10580,NP_388939.1,401,putative permease (recent HGT island)
936342,chromosome,NC_000964.3,1133498,1135225,-,yhjP,BSU10590,NP_388940.1,575,putative transcription factor
939779,chromosome,NC_000964.3,1135255,1135581,-,yhjQ,BSU10600,NP_388941.1,108,putative metal-chelating cysteine-rich protein of unknown function
939352,chromosome,NC_000964.3,1135699,1136136,-,yhjR,BSU10610,NP_388942.1,145,putative electron carrier protein (putative sporulation gene)
936341,chromosome,NC_000964.3,1136320,1139820,-,addB,BSU10620,NP_388943.2,1166,ATP-dependent deoxyribonuclease (subunit B)
939793,chromosome,NC_000964.3,1139807,1143505,-,addA,BSU10630,NP_388944.2,1232,ATP-dependent deoxyribonuclease (subunit A)
936351,chromosome,NC_000964.3,1143577,1144752,-,sbcD,BSU10640,NP_388945.3,391,DNA repair exonuclease
939784,chromosome,NC_000964.3,1144749,1148141,-,sbcC,BSU10650,NP_388946.2,1130,DNA ATP-dependent repair enzyme
936345,chromosome,NC_000964.3,1148155,1148457,-,hlpB,BSU10660,NP_388947.1,100,HNH nuclease-like essential for DNA repair
939326,chromosome,NC_000964.3,1148494,1148712,-,gerPF,BSU10670,NP_388948.2,72,spore germination protein
939782,chromosome,NC_000964.3,1148744,1149145,-,gerPE,BSU10680,NP_388949.1,133,spore germination protein
936349,chromosome,NC_000964.3,1149145,1149321,-,gerPD,BSU10690,NP_388950.1,58,spore germination protein
939327,chromosome,NC_000964.3,1149318,1149935,-,gerPC,BSU10700,NP_388951.1,205,spore germination protein
939781,chromosome,NC_000964.3,1149958,1150191,-,gerPB,BSU10710,NP_388952.2,77,spore germination protein
936348,chromosome,NC_000964.3,1150206,1150427,-,gerPA,BSU10720,NP_388953.1,73,spore germination protein
936347,chromosome,NC_000964.3,1150850,1151020,-,pchI,BSU10730,NP_388954.1,56,Spo0A-P phosphatase (iron-metabolism related)
939786,chromosome,NC_000964.3,1151166,1152089,-,yisJ,BSU10740,NP_388955.1,307,"putative spore coat protein, CotH paralog"
936356,chromosome,NC_000964.3,1152244,1153149,-,mblK,BSU10750,NP_388956.1,301,hydrolase/isomerase involved in remodelling the bacterial envelope
939333,chromosome,NC_000964.3,1153265,1153621,-,yisL,BSU10760,NP_388957.1,118,putative integral membrane protein
936350,chromosome,NC_000964.3,1153789,1156473,-,wprA,BSU10770,NP_388958.1,894,cell wall-associated protease
936354,chromosome,NC_000964.3,1156504,1157091,-,yisN,BSU10780,NP_388959.1,195,conserved hypothetical protein
